[30-Dec-2016 20:11:49 UTC] PHP Notice:  delete_usermeta está <strong>obsoleto</strong> desde a versão 3.0.0! Use delete_user_meta() em seu lugar. in /Users/elvisbmartins/workspace/makeforme/src/wp-includes/functions.php on line 3783
[30-Dec-2016 20:11:49 UTC] PHP Notice:  update_usermeta está <strong>obsoleto</strong> desde a versão 3.0.0! Use update_user_meta() em seu lugar. in /Users/elvisbmartins/workspace/makeforme/src/wp-includes/functions.php on line 3783
[30-Dec-2016 20:11:49 UTC] PHP Notice:  delete_usermeta está <strong>obsoleto</strong> desde a versão 3.0.0! Use delete_user_meta() em seu lugar. in /Users/elvisbmartins/workspace/makeforme/src/wp-includes/functions.php on line 3783
[30-Dec-2016 20:11:49 UTC] PHP Notice:  update_usermeta está <strong>obsoleto</strong> desde a versão 3.0.0! Use update_user_meta() em seu lugar. in /Users/elvisbmartins/workspace/makeforme/src/wp-includes/functions.php on line 3783
[30-Dec-2016 20:11:49 UTC] PHP Notice:  delete_usermeta está <strong>obsoleto</strong> desde a versão 3.0.0! Use delete_user_meta() em seu lugar. in /Users/elvisbmartins/workspace/makeforme/src/wp-includes/functions.php on line 3783
[30-Dec-2016 20:11:49 UTC] PHP Notice:  update_usermeta está <strong>obsoleto</strong> desde a versão 3.0.0! Use update_user_meta() em seu lugar. in /Users/elvisbmartins/workspace/makeforme/src/wp-includes/functions.php on line 3783
[30-Dec-2016 20:11:49 UTC] PHP Notice:  delete_usermeta está <strong>obsoleto</strong> desde a versão 3.0.0! Use delete_user_meta() em seu lugar. in /Users/elvisbmartins/workspace/makeforme/src/wp-includes/functions.php on line 3783
[30-Dec-2016 20:11:49 UTC] PHP Notice:  update_usermeta está <strong>obsoleto</strong> desde a versão 3.0.0! Use update_user_meta() em seu lugar. in /Users/elvisbmartins/workspace/makeforme/src/wp-includes/functions.php on line 3783
[30-Dec-2016 20:11:49 UTC] PHP Notice:  delete_usermeta está <strong>obsoleto</strong> desde a versão 3.0.0! Use delete_user_meta() em seu lugar. in /Users/elvisbmartins/workspace/makeforme/src/wp-includes/functions.php on line 3783
[30-Dec-2016 20:11:49 UTC] PHP Notice:  update_usermeta está <strong>obsoleto</strong> desde a versão 3.0.0! Use update_user_meta() em seu lugar. in /Users/elvisbmartins/workspace/makeforme/src/wp-includes/functions.php on line 3783
[30-Dec-2016 20:11:49 UTC] PHP Notice:  delete_usermeta está <strong>obsoleto</strong> desde a versão 3.0.0! Use delete_user_meta() em seu lugar. in /Users/elvisbmartins/workspace/makeforme/src/wp-includes/functions.php on line 3783
[30-Dec-2016 20:11:49 UTC] PHP Notice:  update_usermeta está <strong>obsoleto</strong> desde a versão 3.0.0! Use update_user_meta() em seu lugar. in /Users/elvisbmartins/workspace/makeforme/src/wp-includes/functions.php on line 3783
